EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
456,41,No,Travel_Rarely,Research & Development,5,4,Human Resources,1,1,Female,2,1,Healthcare Representative,1,Divorced,10170.0,18815,8,Y,No,13,3,1,80,2,24,6,1,11,8,14,4
457,48,No,Travel_Rarely,Sales,21,4,Marketing,1,4,Male,2,5,Sales Executive,3,Married,17260.0,6974,3,Y,No,16,3,4,80,1,2,6,4,23,6,10,3
458,-1,No,Travel_Rarely,Research & Development,18,1,Other,1,3,Male,4,1,Manufacturing Director,3,Married,18109.0,22161,6,Y,Yes,11,3,2,80,2,34,0,1,33,27,12,16
459,43,Yes,Travel_Rarely,Sales,14,4,Life Sciences,1,1,Female,4,1,Manager,1,Single,11693.0,25421,5,Y,Yes,23,3,3,80,2,8,0,2,7,4,12,5
460,22,No,Travel_Frequently,Sales,16,3,Other,1,2,Male,1,5,Manager,1,Married,8701.0,14723,2,Y,No,21,4,4,80,0,13,3,4,17,2,7,13
461,37,No,Travel_Rarely,Sales,14,5,Other,1,3,Female,4,5,Sales Executive,2,Married,18600.0,17473,7,Y,No,21,3,3,80,1,21,5,1,4,3,11,8
462,58,No,Travel_Rarely,Research & Development,9,2,Life Sciences,1,2,Male,2,2,Manufacturing Director,3,Married,19581.0,3085,6,Y,No,17,3,1,80,3,8,5,3,25,14,8,3
463,28,No,Travel_Rarely,Research & Development,15,5,Medical,1,1,Male,1,2,Research Director,3,Married,15191.0,24579,8,Y,Yes,14,3,3,80,3,23,2,3,29,9,15,10
464,50,No,Travel_Rarely,Research & Development,7,2,Medical,1,2,Female,3,1,Laboratory Technician,1,Single,18356.0,24643,2,Y,Yes,13,3,4,80,2,22,2,1,12,9,4,15
465,55,No,Travel_Frequently,Human Resources,14,4,Other,1,4,Female,2,3,Manager,1,Single,14704.0,20869,0,Y,Yes,20,3,4,80,0,36,3,1,18,18,15,15
466,44,Yes,Non-Travel,Research & Development,6,1,Medical,1,4,Female,3,2,Manufacturing Director,4,Single,3123.0,17771,1,Y,No,19,3,2,80,0,14,4,1,28,15,5,15
467,51,No,Travel_Rarely,Sales,21,1,Other,1,2,Female,2,2,Sales Representative,3,Married,12533.0,10292,0,Y,No,11,4,3,80,0,35,2,2,2,2,6,5
468,32,No,Non-Travel,Research & Development,15,4,Human Resources,1,4,Female,2,3,Manufacturing Director,4,Married,17608.0,23782,4,Y,No,18,4,1,80,1,13,1,2,25,7,4,14
469,49,No,Travel_Rarely,Sales,20,2,Life Sciences,1,1,Male,1,3,Sales Representative,2,Single,15448.0,12346,9,Y,Yes,11,3,3,80,1,19,2,3,39,2,0,2
470,38,No,Non-Travel,Human Resources,8,4,Other,1,4,Male,1,5,Manager,4,Married,15586.0,23462,1,Y,Yes,23,3,2,80,0,38,4,2,11,6,8,8
471,22,No,Travel_Rarely,Sales,2,2,Medical,1,2,Male,4,2,Manager,1,Single,2814.0,9202,2,Y,No,24,3,1,80,3,35,5,2,1,0,1,0
472,23,No,Travel_Rarely,Human Resources,8,4,Medical,1,2,Male,2,4,Human Resources,3,Single,14001.0,21432,7,Y,Yes,15,3,1,80,3,26,0,4,10,6,6,10
473,55,No,Travel_Rarely,Sales,1,4,Technical Degree,1,2,Male,2,4,Sales Executive,3,Married,18490.0,24886,9,Y,No,20,3,2,80,1,16,0,2,27,6,11,5
474,39,No,Travel_Rarely,Research & Development,26,4,Technical Degree,1,3,Female,1,1,Manufacturing Director,4,Married,17508.0,15174,4,Y,No,18,4,1,80,0,25,5,4,17,13,7,4
475,35,No,Travel_Frequently,Research & Development,17,1,Medical,1,2,Male,3,2,Research Director,4,Single,14380.0,19183,3,Y,No,16,3,4,80,3,40,0,2,12,1,14,17
476,31,No,Travel_Rarely,Human Resources,19,2,Human Resources,1,1,Female,4,4,Manager,2,Single,16406.0,22206,4,Y,No,17,3,4,80,3,3,2,3,36,18,7,11
477,27,No,Travel_Rarely,Sales,5,4,Marketing,1,4,Male,2,2,Sales Representative,2,Divorced,3931.0,7611,9,Y,No,21,4,1,80,1,2,6,1,21,8,0,6
478,30,No,Travel_Rarely,Research & Development,22,5,Other,1,4,Male,1,2,Research Director,1,Single,14567.0,16191,5,Y,Yes,18,3,3,80,1,18,0,3,11,2,14,1
479,48,No,Travel_Rarely,Human Resources,20,5,Technical Degree,1,3,Female,2,4,Manager,1,Married,15038.0,24393,6,Y,No,23,3,1,80,3,40,6,2,1,1,9,6
480,47,No,Non-Travel,Research & Development,16,1,Other,1,3,Male,1,2,Research Director,1,Married,13317.0,7263,8,Y,No,16,3,3,80,0,39,4,1,36,24,6,8
481,20,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,1,Male,4,3,Research Scientist,4,Married,3971.0,10626,0,Y,Yes,21,3,2,80,3,38,6,1,6,3,8,7
482,47,No,Travel_Frequently,Research & Development,7,1,Life Sciences,1,2,Male,3,1,Research Scientist,4,Married,3017.0,23954,3,Y,No,16,3,4,80,3,6,4,1,25,13,10,8
483,23,No,Travel_Rarely,Research & Development,18,3,Life Sciences,1,3,Female,2,5,Research Scientist,3,Divorced,3415.0,13996,8,Y,Yes,21,3,4,80,0,35,2,4,25,11,13,9
484,46,Yes,Travel_Rarely,Research & Development,18,1,Medical,1,4,Male,2,4,Research Scientist,1,Single,2609.0,12805,4,Y,Yes,16,3,2,80,1,18,5,3,23,18,13,11
485,25,No,Travel_Rarely,Research & Development,2,5,Life Sciences,1,3,Male,4,5,Research Scientist,4,Married,1717.0,11107,7,Y,Yes,15,4,2,80,0,11,1,4,11,6,10,1
486,60,No,Travel_Frequently,Human Resources,15,4,Life Sciences,1,3,Female,3,1,Human Resources,3,Single,13662.0,12467,0,Y,No,18,3,4,80,0,19,2,1,15,6,2,9
487,50,Yes,Travel_Rarely,Sales,14,2,Marketing,1,2,Male,2,3,Sales Representative,1,Married,7782.0,23024,3,Y,No,23,3,2,80,0,37,0,3,22,14,7,2
488,34,No,Travel_Rarely,Sales,18,4,Human Resources,1,3,Female,4,3,Sales Executive,2,Divorced,2048.0,23717,8,Y,No,12,3,1,80,0,11,2,3,39,15,7,0
489,28,No,Travel_Rarely,Human Resources,29,5,Medical,1,1,Male,2,3,Human Resources,2,Married,12618.0,10839,0,Y,Yes,17,3,1,80,1,28,4,2,8,7,8,16
490,30,No,Travel_Rarely,Research & Development,9,2,Marketing,1,4,Male,2,3,Laboratory Technician,4,Married,9307.0,20679,0,Y,No,25,3,3,80,3,29,2,4,31,9,7,0
491,28,No,Travel_Rarely,Research & Development,14,3,Medical,1,2,Female,4,4,Laboratory Technician,3,Divorced,8905.0,14270,3,Y,No,14,4,3,80,2,19,2,4,14,14,4,4
492,48,No,Non-Travel,Research & Development,5,3,Human Resources,1,4,Female,4,4,Laboratory Technician,2,Single,10993.0,19815,2,Y,No,11,4,3,80,1,3,1,2,36,3,4,13
493,45,No,Travel_Rarely,Sales,11,5,Medical,1,1,Female,1,2,Sales Executive,3,Married,11338.0,23556,6,Y,Yes,23,3,1,80,0,1,4,4,12,2,2,5
494,23,No,Travel_Rarely,Sales,8,2,Other,1,1,Female,1,2,Manager,3,Divorced,6578.0,15887,2,Y,Yes,15,4,4,80,3,29,3,1,4,2,11,8
495,58,No,Travel_Rarely,Research & Development,5,4,Other,1,3,Male,2,1,Laboratory Technician,2,Married,14834.0,4361,0,Y,Yes,13,3,3,80,3,22,3,1,10,4,5,13
496,33,No,Travel_Rarely,Research & Development,29,5,Other,1,3,Male,4,2,Healthcare Representative,3,Single,19004.0,25925,9,Y,No,14,3,1,80,0,5,4,4,9,0,9,3
497,21,No,Non-Travel,Research & Development,11,3,Life Sciences,1,3,Male,3,1,Manager,2,Single,7548.0,14324,1,Y,No,17,3,4,80,1,17,3,2,12,9,2,0
498,52,No,Travel_Rarely,Sales,5,5,Human Resources,1,4,Female,3,1,Sales Executive,4,Single,8381.0,2723,9,Y,No,15,4,2,80,0,21,0,3,40,18,13,5
499,43,No,Travel_Rarely,Human Resources,17,4,Marketing,1,1,Female,2,1,Human Resources,1,Single,3941.0,3547,3,Y,No,24,3,1,80,3,36,3,4,14,13,1,6
500,29,No,Non-Travel,Human Resources,22,1,Marketing,1,2,Female,1,3,Human Resources,1,Married,6695.0,10275,0,Y,No,25,3,2,80,3,3,0,3,6,5,6,5
501,28,No,Travel_Frequently,Research & Development,4,1,Technical Degree,1,3,Male,4,5,Manufacturing Director,4,Single,7401.0,15405,0,Y,No,14,3,3,80,1,10,4,2,39,2,9,0
502,54,No,Travel_Rarely,Research & Development,15,4,Marketing,1,4,Male,4,5,Research Director,2,Single,16179.0,3365,7,Y,No,11,3,4,80,2,40,3,3,27,4,2,7
503,42,No,Non-Travel,Research & Development,19,2,Other,1,3,Female,1,4,Healthcare Representative,2,Married,15456.0,15659,6,Y,No,16,3,1,80,0,34,3,2,31,8,12,11
504,35,No,Travel_Rarely,Research & Development,22,5,Other,1,1,Female,4,1,Research Director,2,Married,14097.0,5853,7,Y,Yes,21,3,3,80,2,10,5,2,34,17,3,10
505,36,Yes,Travel_Rarely,Research & Development,2,4,Technical Degree,1,2,Female,2,3,Manufacturing Director,2,Married,7197.0,6682,3,Y,No,20,3,3,80,3,33,6,1,14,10,13,1
506,40,No,Travel_Rarely,Sales,24,1,Life Sciences,1,1,Female,4,2,Sales Executive,4,Married,6450.0,13391,5,Y,No,16,3,4,80,2,8,0,1,35,1,10,1
507,55,No,Non-Travel,Human Resources,17,3,Marketing,1,4,Male,4,2,Human Resources,1,Single,18937.0,7960,2,Y,Yes,17,3,2,80,0,30,0,2,20,11,9,1
508,35,No,Travel_Rarely,Research & Development,12,4,Human Resources,1,3,Male,1,4,Research Director,3,Single,18396.0,26727,7,Y,No,11,4,3,80,0,31,2,4,5,5,7,7
509,43,No,Travel_Rarely,Human Resources,25,4,Technical Degree,1,1,Male,1,4,Manager,3,Single,9378.0,26073,3,Y,No,24,3,4,80,3,34,1,1,0,0,13,6
510,23,No,Travel_Rarely,Research & Development,24,4,Marketing,1,4,Male,3,1,Research Director,1,Married,2881.0,23541,2,Y,No,14,3,4,80,1,10,3,2,3,1,0,15
511,21,No,Travel_Rarely,Research & Development,17,1,Life Sciences,1,3,Male,2,1,Research Scientist,4,Single,7799.0,21882,3,Y,No,22,3,1,80,1,16,5,3,10,10,14,8
512,46,No,Travel_Frequently,Research & Development,10,1,Human Resources,1,2,Male,1,2,Healthcare Representative,3,Married,15597.0,17464,5,Y,No,19,3,3,80,3,35,1,3,25,7,15,15
513,51,No,Non-Travel,Human Resources,28,4,Human Resources,1,1,Male,1,2,Human Resources,1,Single,14675.0,21369,6,Y,No,25,4,2,80,0,1,6,4,36,28,8,1
514,34,Yes,Non-Travel,Research & Development,25,4,Life Sciences,1,3,Female,1,2,Research Director,4,Divorced,5586.0,14286,6,Y,Yes,22,3,2,80,1,23,6,3,22,1,13,2
515,60,No,Travel_Frequently,Sales,18,2,Marketing,1,3,Female,4,2,Manager,3,Married,9430.0,3567,3,Y,No,24,3,3,80,2,14,5,3,28,8,5,1
516,60,No,Travel_Rarely,Sales,19,3,Medical,1,3,Female,2,5,Manager,2,Married,3345.0,26787,7,Y,No,20,3,2,80,3,27,1,2,20,14,1,16
517,33,No,Travel_Rarely,Research & Development,18,5,Marketing,1,3,Male,2,1,Research Scientist,2,Divorced,17459.0,25053,6,Y,No,16,3,4,80,2,2,3,3,26,1,15,11
518,19,No,Non-Travel,Research & Development,13,5,Technical Degree,1,1,Male,4,1,Research Director,4,Married,10548.0,6191,1,Y,No,12,3,4,80,0,28,6,3,38,28,2,10
519,51,No,Non-Travel,Human Resources,14,5,Technical Degree,1,3,Male,4,2,Manager,2,Married,6877.0,11718,7,Y,No,14,3,3,80,1,12,5,3,39,32,15,5
520,25,No,Non-Travel,Sales,24,1,Marketing,1,4,Female,1,3,Sales Executive,4,Divorced,7785.0,25540,8,Y,No,16,3,2,80,0,21,0,3,12,9,4,9
521,30,No,Travel_Rarely,Research & Development,16,1,Other,1,1,Male,3,2,Laboratory Technician,1,Married,16833.0,24901,4,Y,Yes,14,3,4,80,2,30,2,2,22,1,10,13
522,59,No,Non-Travel,Research & Development,18,2,Technical Degree,1,3,Male,3,4,Manager,1,Divorced,5922.0,7135,3,Y,No,25,4,3,80,0,6,5,3,15,11,11,0
523,25,No,Travel_Rarely,Human Resources,26,1,Medical,1,1,Female,2,3,Manager,3,Married,19714.0,8751,3,Y,No,20,3,4,80,0,25,4,4,29,22,5,14
524,47,No,Travel_Rarely,Research & Development,18,4,Other,1,4,Male,3,4,Healthcare Representative,4,Divorced,5686.0,10209,3,Y,No,17,3,3,80,3,30,6,1,3,3,8,5
525,49,No,Non-Travel,Research & Development,16,3,Medical,1,4,Female,1,3,Manufacturing Director,3,Single,15407.0,13672,5,Y,No,22,3,1,80,3,37,6,4,39,36,1,12
526,53,No,Non-Travel,Research & Development,17,3,Human Resources,1,1,Male,4,4,Healthcare Representative,3,Single,19286.0,9174,3,Y,No,23,3,1,80,0,37,3,1,15,5,15,13
527,47,Yes,Travel_Rarely,Research & Development,7,3,Technical Degree,1,3,Male,2,2,Healthcare Representative,1,Married,13205.0,20103,6,Y,Yes,13,3,3,80,3,3,3,4,30,27,4,12
528,18,No,Non-Travel,Sales,12,3,Other,1,3,Male,2,2,Manager,3,Single,14179.0,10061,6,Y,No,16,3,1,80,0,34,4,1,24,0,6,15
529,60,No,Non-Travel,Sales,2,5,Marketing,1,4,Female,4,3,Manager,2,Single,19443.0,22398,4,Y,Yes,23,3,1,80,2,32,6,1,11,5,10,0
530,56,No,Travel_Rarely,Research & Development,10,5,Other,1,3,Female,3,4,Laboratory Technician,3,Single,17524.0,15265,4,Y,No,25,3,2,80,3,2,1,1,25,11,11,13
531,34,No,Travel_Rarely,Research & Development,5,4,Human Resources,1,4,Male,2,5,Research Director,4,Married,19173.0,2878,9,Y,Yes,22,3,1,80,0,18,2,1,36,18,15,12
532,37,No,Travel_Rarely,Human Resources,21,2,Medical,1,3,Male,4,3,Human Resources,2,Divorced,1016.0,10785,7,Y,No,14,3,2,80,3,8,1,2,32,31,10,9
533,41,No,Non-Travel,Human Resources,3,1,Human Resources,1,4,Male,4,3,Manager,1,Married,14374.0,14930,6,Y,No,13,4,1,80,0,18,4,4,27,26,6,9
534,39,No,Travel_Rarely,Research & Development,19,1,Life Sciences,1,2,Female,3,1,Manager,4,Divorced,17848.0,8272,6,Y,No,22,3,1,80,3,18,4,1,8,0,3,3
535,46,No,Travel_Rarely,Research & Development,13,5,Technical Degree,1,3,Female,3,3,Laboratory Technician,2,Married,19211.0,14742,5,Y,No,13,3,4,80,1,25,2,4,11,10,2,13
536,39,No,Travel_Rarely,Human Resources,12,3,Marketing,1,3,Female,1,5,Manager,4,Single,6956.0,19993,6,Y,No,24,3,3,80,0,12,4,3,4,3,12,11
537,26,No,Non-Travel,Research & Development,3,4,Medical,1,3,Male,3,2,Manufacturing Director,2,Single,17473.0,8714,6,Y,No,12,3,1,80,1,21,4,1,27,0,7,5
538,54,No,Travel_Rarely,Sales,6,2,Human Resources,1,1,Male,3,4,Sales Executive,4,Married,5815.0,7109,9,Y,No,21,4,3,80,0,7,6,4,34,31,12,14
539,27,No,Travel_Rarely,Research & Development,14,5,Marketing,1,3,Male,4,1,Research Scientist,4,Married,3843.0,20832,1,Y,No,13,3,3,80,1,23,5,2,4,4,1,4
540,53,No,Travel_Frequently,Sales,4,4,Technical Degree,1,1,Female,2,4,Sales Executive,2,Single,16972.0,14749,9,Y,No,23,3,4,80,0,25,6,4,33,16,4,9
541,54,No,Travel_Frequently,Human Resources,13,4,Marketing,1,1,Female,4,2,Manager,1,Married,18353.0,17888,1,Y,No,22,4,3,80,3,40,2,1,33,7,11,8
542,45,No,Travel_Rarely,Research & Development,19,5,Technical Degree,1,4,Male,1,3,Laboratory Technician,1,Married,2094.0,4136,9,Y,No,24,3,3,80,1,40,3,3,12,8,9,9
543,45,No,Travel_Rarely,Sales,18,4,Technical Degree,1,1,Male,4,5,Manager,4,Married,7124.0,18020,6,Y,No,20,3,1,80,3,2,1,4,38,33,14,11
544,59,No,Travel_Rarely,Research & Development,29,3,Technical Degree,1,1,Male,1,1,Research Scientist,4,Divorced,2404.0,8966,9,Y,No,11,4,4,80,0,6,3,3,13,8,4,3
545,60,No,Travel_Rarely,Research & Development,3,4,Human Resources,1,2,Male,3,5,Manufacturing Director,1,Married,4982.0,4053,6,Y,No,25,3,3,80,3,1,3,2,10,7,0,3
546,38,No,Travel_Rarely,Research & Development,20,2,Technical Degree,1,3,Female,2,5,Manager,1,Married,13515.0,9763,6,Y,Yes,13,3,1,80,0,32,5,4,37,22,15,12
547,41,No,Travel_Rarely,Sales,6,4,Marketing,1,1,Male,2,5,Sales Representative,3,Divorced,16790.0,15232,4,Y,No,19,3,4,80,3,11,1,4,3,2,6,13
548,59,No,Non-Travel,Research & Development,16,1,Life Sciences,1,3,Female,4,5,Research Scientist,1,Single,13205.0,2083,0,Y,No,14,3,1,80,1,11,3,2,32,6,3,11
549,57,No,Travel_Rarely,Research & Development,20,4,Marketing,1,1,Female,2,2,Research Scientist,4,Married,13748.0,18025,1,Y,No,25,3,4,80,0,9,2,2,6,6,14,12
550,19,No,Travel_Rarely,Research & Development,24,5,Human Resources,1,4,Female,1,5,Research Scientist,2,Divorced,4092.0,17431,8,Y,No,13,3,4,80,3,40,1,2,40,19,15,12
551,25,Yes,Travel_Frequently,  research & development  ,3,1,Technical Degree,1,2,Female,1,5,Laboratory Technician,1,Married,14971.0,21052,7,Y,Yes,18,3,2,80,0,26,0,1,7,1,14,1
552,44,No,Travel_Rarely,Research & Development,12,5,Life Sciences,1,1,Female,3,2,Manager,3,Divorced,15616.0,7231,7,Y,Yes,11,3,2,80,0,17,5,1,36,24,9,8
553,39,No,Travel_Rarely,Research & Development,19,2,Human Resources,1,3,Female,4,4,Laboratory Technician,3,Married,5933.0,12411,9,Y,No,15,3,2,80,0,3,3,4,9,2,11,9
554,54,No,Travel_Rarely,Research & Development,19,3,Medical,1,4,Male,3,2,Laboratory Technician,3,Married,5926.0,10890,0,Y,No,11,3,3,80,2,39,4,4,14,11,1,16
555,44,No,Travel_Rarely,Research & Development,24,2,Medical,1,3,Female,2,3,Research Director,2,Single,4969.0,20204,5,Y,No,17,4,1,80,0,22,1,4,37,23,7,9
556,46,No,Travel_Rarely,Research & Development,4,1,Medical,1,4,Female,3,2,Manufacturing Director,1,Divorced,3965.0,14817,8,Y,No,15,3,4,80,3,20,0,3,14,1,15,12
557,20,No,Travel_Rarely,Sales,1,3,Life Sciences,1,2,Male,2,4,Manager,1,Divorced,5319.0,22798,7,Y,No,25,3,1,80,2,35,4,2,4,2,3,0
558,30,No,Travel_Rarely,Sales,2,4,Marketing,1,4,Female,1,3,Sales Representative,1,Divorced,9975.0,25633,2,Y,No,12,3,3,80,3,29,0,4,28,15,0,1
559,27,No,Travel_Rarely,Research & Development,13,1,Life Sciences,1,3,Female,4,3,Manager,2,Married,8108.0,11290,3,Y,No,22,3,2,80,2,20,3,2,18,7,7,16
560,53,No,Non-Travel,Research & Development,26,3,Life Sciences,1,3,Female,4,1,Research Director,2,Single,10141.0,8572,2,Y,No,24,3,2,80,0,22,4,1,9,6,14,12
561,26,No,Non-Travel,Research & Development,29,5,Life Sciences,1,1,Male,3,5,Research Director,4,Single,17428.0,26011,5,Y,No,11,3,1,80,1,20,3,2,11,10,12,16
562,44,Yes,Travel_Rarely,Sales,13,3,Medical,1,4,Female,2,3,Manager,3,Divorced,2810.0,4894,8,Y,Yes,21,3,1,80,1,7,4,3,3,2,10,12
563,51,No,Non-Travel,Sales,2,5,Other,1,3,Male,1,3,Sales Representative,3,Married,11273.0,5417,7,Y,No,25,3,4,80,0,38,1,3,30,16,6,16
564,18,No,Non-Travel,Sales,19,5,Marketing,1,1,Female,2,4,Manager,1,Single,10021.0,18632,9,Y,No,17,3,1,80,2,12,6,2,17,13,2,13
565,49,No,Travel_Rarely,Research & Development,22,3,Other,1,2,Male,3,3,Laboratory Technician,2,Married,19293.0,9810,3,Y,No,22,3,4,80,3,39,2,3,15,5,2,9
566,42,No,Travel_Rarely,Research & Development,24,2,Other,1,3,Male,2,4,Research Scientist,2,Married,7364.0,14674,1,Y,No,11,4,4,80,1,21,6,3,39,7,6,1
567,46,No,Travel_Rarely,Research & Development,16,2,Life Sciences,1,1,Male,1,5,Laboratory Technician,1,Married,3581.0,12149,7,Y,No,13,3,2,80,0,6,2,1,35,26,1,13
568,24,No,Travel_Rarely,Research & Development,12,5,Marketing,1,3,Male,3,1,Research Scientist,1,Married,1691.0,20274,7,Y,Yes,21,4,1,80,0,23,6,4,24,7,4,16
569,20,No,Travel_Rarely,Human Resources,1,1,Other,1,4,Male,1,1,Human Resources,4,Married,1931.0,9880,5,Y,No,25,4,2,80,2,4,0,3,22,1,6,4
570,37,No,Travel_Rarely,Research & Development,9,3,Technical Degree,1,1,Male,3,5,Healthcare Representative,3,Divorced,14128.0,14650,7,Y,Yes,16,4,4,80,1,25,5,4,11,11,5,17
571,37,No,Travel_Rarely,Research & Development,17,1,Life Sciences,1,4,Female,4,5,Manager,3,Single,15226.0,4115,8,Y,No,25,4,2,80,0,9,4,2,33,16,9,2
572,47,No,Travel_Rarely,Research & Development,10,2,Life Sciences,1,2,Female,2,2,Manufacturing Director,3,Married,14861.0,8581,0,Y,No,16,3,2,80,1,10,3,2,35,32,6,15
573,52,No,Travel_Rarely,Research & Development,18,1,Life Sciences,1,4,Male,1,3,Laboratory Technician,4,Married,16475.0,21447,8,Y,No,25,3,4,80,3,39,5,3,36,15,15,17
574,52,No,Travel_Rarely,Research & Development,19,4,Technical Degree,1,1,Male,1,3,Research Scientist,1,Divorced,4406.0,7651,1,Y,Yes,17,3,3,80,0,37,1,2,2,0,14,4
575,56,Yes,Travel_Rarely,Research & Development,7,4,Technical Degree,1,3,Male,2,3,Laboratory Technician,1,Married,9339.0,3806,0,Y,Yes,21,3,3,80,0,10,1,1,8,8,1,7
576,44,No,Travel_Rarely,Human Resources,25,2,Medical,1,1,Female,1,4,Manager,3,Married,18416.0,9300,7,Y,Yes,24,4,1,80,3,29,1,3,17,0,6,5
577,43,No,Travel_Rarely,Sales,19,1,Human Resources,1,4,Male,1,2,Sales Representative,3,Married,18695.0,26871,7,Y,Yes,21,3,2,80,0,3,2,3,34,28,1,14
578,31,No,Travel_Rarely,Human Resources,24,3,Marketing,1,4,Male,1,3,Manager,4,Married,9579.0,21078,3,Y,No,11,3,1,80,2,1,3,3,33,12,6,2
579,34,No,Travel_Rarely,Research & Development,15,2,Human Resources,1,3,Male,4,4,Research Director,2,Divorced,4121.0,12183,7,Y,No,17,3,2,80,3,12,1,2,40,20,13,8
580,35,No,Non-Travel,Sales,9,4,Life Sciences,1,2,Male,1,4,Manager,2,Divorced,19257.0,18223,6,Y,No,12,3,1,80,2,38,1,2,13,9,14,10
581,46,No,Travel_Rarely,Research & Development,10,2,Other,1,1,Male,4,1,Manager,3,Married,16946.0,16368,1,Y,Yes,16,3,1,80,3,16,6,3,3,0,15,13
582,37,No,Travel_Rarely,Human Resources,23,1,Life Sciences,1,3,Male,2,4,Human Resources,4,Married,4748.0,7493,4,Y,No,23,3,4,80,3,22,0,4,28,4,7,8
583,44,No,Travel_Rarely,Research & Development,20,1,Other,1,3,Female,4,5,Research Director,3,Single,1277.0,26607,9,Y,No,18,3,3,80,2,9,4,2,40,9,9,9
584,35,No,Travel_Frequently,Research & Development,20,1,Medical,1,3,Female,1,4,Healthcare Representative,2,Married,19243.0,6650,3,Y,Yes,23,3,3,80,3,12,4,2,14,5,7,14
585,21,No,Travel_Rarely,Research & Development,4,5,Human Resources,1,1,Male,1,5,Laboratory Technician,3,Married,12563.0,26510,2,Y,No,15,3,3,80,1,38,4,3,27,23,15,17
586,18,No,Travel_Rarely,Sales,6,1,Life Sciences,1,1,Female,1,5,Sales Representative,2,Married,7792.0,14067,0,Y,Yes,20,3,4,80,2,28,5,4,15,2,4,6
587,18,Yes,Travel_Rarely,Sales,4,4,Human Resources,1,1,Male,4,1,Manager,2,Single,14918.0,18225,4,Y,Yes,13,3,3,80,3,15,6,3,11,8,6,4
588,43,Yes,Travel_Rarely,Sales,5,4,Medical,1,2,Female,3,1,Manager,2,Divorced,11374.0,14592,9,Y,No,21,4,4,80,2,2,6,2,4,4,10,17
589,37,Yes,Travel_Frequently,Sales,9,5,Human Resources,1,3,Male,3,4,Sales Executive,1,Married,5675.0,2792,7,Y,No,18,3,2,80,3,35,0,3,33,0,7,0
590,40,No,Travel_Rarely,Sales,12,4,Other,1,4,Female,2,1,Sales Executive,1,Married,2170.0,22575,8,Y,No,18,3,4,80,3,3,2,3,0,0,3,11
591,27,No,Non-Travel,Sales,23,4,Marketing,1,4,Female,2,1,Manager,3,Single,9681.0,3089,6,Y,No,14,3,1,80,1,35,5,3,38,19,1,5
592,28,No,Non-Travel,Research & Development,8,2,Medical,1,3,Male,2,3,Laboratory Technician,2,Married,11717.0,26805,0,Y,No,18,3,1,80,1,15,0,4,31,24,6,12
593,58,No,Travel_Rarely,Sales,21,1,Human Resources,1,4,Female,1,4,Sales Executive,1,Divorced,13450.0,21164,0,Y,No,15,3,2,80,1,40,1,3,25,14,12,16
594,58,No,Travel_Rarely,Research & Development,5,2,Life Sciences,1,2,Male,3,4,Research Director,3,Married,11680.0,22881,0,Y,No,23,3,2,80,3,5,3,2,16,13,0,8
595,22,No,Travel_Frequently,Research & Development,29,2,Technical Degree,1,2,Female,3,4,Manager,3,Married,11068.0,2789,1,Y,No,21,4,1,80,1,27,5,3,26,7,11,0
596,18,No,Travel_Rarely,Research & Development,11,4,Technical Degree,1,1,Male,2,1,Research Director,3,Single,3462.0,6194,0,Y,Yes,15,3,3,80,2,35,5,4,23,9,1,11
597,34,No,Travel_Rarely,Research & Development,23,3,Medical,1,1,Male,3,1,Manager,3,Married,14650.0,14558,3,Y,Yes,13,3,3,80,3,22,1,1,34,8,9,0
598,39,No,Travel_Rarely,Sales,11,1,Technical Degree,1,1,Male,2,5,Sales Representative,3,Divorced,1287.0,22841,9,Y,No,25,4,3,80,2,11,1,4,38,2,6,3
599,51,No,Travel_Frequently,Sales,13,3,Marketing,1,1,Male,1,2,Sales Representative,4,Married,19291.0,15475,8,Y,No,17,3,2,80,1,30,3,3,25,10,11,6
600,58,Yes,Travel_Rarely,Sales,14,4,Medical,1,1,Male,3,2,Manager,2,Divorced,2161.0,8671,3,Y,Yes,21,3,1,80,3,11,4,1,37,11,11,4
601,46,No,Travel_Rarely,Sales,28,5,Life Sciences,1,4,Male,1,2,Manager,3,Divorced,17513.0,23019,3,Y,No,24,3,4,80,2,31,5,3,22,9,9,4
602,21,Yes,Non-Travel,Sales,8,2,Life Sciences,1,4,Female,1,3,Manager,4,Divorced,3363.0,7961,6,Y,Yes,21,4,2,80,0,24,0,4,21,16,12,6
603,22,No,Travel_Rarely,Sales,25,4,Medical,1,1,Male,3,1,Sales Representative,2,Divorced,6983.0,25122,8,Y,No,19,4,1,80,2,28,2,1,3,0,0,16
604,28,No,Travel_Rarely,Sales,18,4,Technical Degree,1,2,Male,4,5,Sales Representative,1,Single,17527.0,14048,6,Y,Yes,19,4,3,80,3,18,1,1,8,8,6,11
